,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),imit-enter-short (entry),sma-05 (entry),sma-07 (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),profit_abs,enter_reason,exit_reason,action,nlp-exit-short (entry)
95,556.8,556.8,557.8008014344043,559.2565667723208,554.5,1,555.35,166633.0,559.4500000000018,0,0,go_long,557.170000000007,557.4714285714236,go_long,go_long,go_long,2.7963125,first_buy,trailing_stop_loss,go_long,go_long
96,537.6,539.15,543.4626548840822,545.2800142987734,535.25,1,538.0,1058898.0,545.1240000000015,0,0,go_long,540.7600000000083,542.449999999994,go_long,go_long,go_long,0.22538257,first_buy,trailing_stop_loss,go_long,go_long
97,515.25,515.25,518.8026891047979,521.1796708275567,500.8,1,508.25,1871190.0,522.1160000000016,0,0,go_long,517.490000000006,518.0714285714254,go_long,go_long,go_long,0.43569503,first_buy,trailing_stop_loss,go_long,go_long
98,537.55,538.4,542.3718979171912,547.4670263163039,531.65,1,533.55,237933.0,548.3780000000015,0,0,go_long,539.4600000000055,540.7428571428551,go_long,go_long,go_long,-0.36981292,first_buy,trailing_stop_loss,go_long,go_long
99,500.55,501.85,503.5429556495607,510.9048715863736,467.55,1,478.3,6525013.0,514.5920000000016,0,0,go_long,498.7800000000028,500.7142857142852,go_long,go_long,go_long,0.88323883,first_buy,trailing_stop_loss,go_long,go_long
100,615.25,616.4,618.395037630619,621.1484929324325,608.95,1,614.25,1396256.0,621.4340000000016,0,0,go_long,617.110000000006,617.0571428571423,go_long,go_long,go_long,-1.93016737,first_buy,trailing_stop_loss,go_long,go_long
101,568.2,572.1,577.7475130097242,581.5809896519166,563.4,1,571.6,3301793.0,583.0300000000013,0,0,go_long,573.6300000000075,575.1285714285697,go_long,go_long,go_long,0.48145637,first_buy,trailing_stop_loss,go_long,go_long
102,599.35,599.35,602.958998882247,608.1852214598515,566.2,1,585.3,21660878.0,609.0020000000014,0,0,go_long,599.0200000000092,600.5428571428541,go_long,go_long,go_long,-0.17878055,first_buy,trailing_stop_loss,go_long,go_long
103,604.25,606.55,606.0451330957571,608.8571637321133,598.4,1,600.05,1635084.0,609.1980000000013,0,0,go_long,603.750000000007,604.5357142857123,go_long,go_long,go_long,-0.27397439,first_buy,trailing_stop_loss,go_long,go_long
104,0.3317,0.3421,0.3250762466066428,0.3214992874224913,0.3315,0,0.3416,8928.0,0.3204719999999926,0,0,go_short,0.3284399999999937,0.3256428571428626,go_short,go_short,go_short,-0.580234,second_buy,trailing_stop_loss,go_short,go_short
105,0.3685,0.3703,0.3644080239350278,0.3604711970932377,0.3657,1,0.366,3921.0,0.3587199999999925,1,0,go_short,0.3673199999999936,0.3664428571428625,go_short,go_short,go_short,0.68403,second_buy,trailing_stop_loss,go_short,go_short
106,0.3283,0.3329,0.3252888340268984,0.3249051805323334,0.3283,0,0.3302,4694.0,0.3246759999999919,0,0,go_short,0.324819999999994,0.32494285714286,go_short,go_short,go_short,-1.220426,second_buy,trailing_stop_loss,go_short,go_short
107,0.3875,0.3981,0.3807873511788767,0.3759798639682933,0.3875,0,0.3968,58196.0,0.3748759999999925,0,0,go_short,0.3858999999999938,0.3828142857142893,go_short,go_short,go_short,2.298428,second_buy,trailing_stop_loss,go_short,go_short
108,0.21401,0.2274,0.2148137959343012,0.2133730104471633,0.21401,0,0.22383,91127.0,0.2139911999999929,0,0,go_short,0.2157119999999929,0.214944285714286,go_short,go_short,go_short,-1.66570542,second_buy,trailing_stop_loss,go_short,go_short
